frame,timestamp_video,timestamp_pupildata,x,y,a,b,p,w,h
2722, 629787.996935, 629787.996935, 67.012238, 89.715431, 14.606901, 23.041096, 155.335663, 16.390744, 21.808190
2723, 629788.000924, 629788.000924, 67.017929, 89.725197, 14.510110, 22.999268, 155.643433, 16.269676, 21.790072
2724, 629788.008892, 629788.008892, 66.972984, 89.701813, 14.533116, 23.044781, 155.740662, 16.285149, 21.841871
2725, 629788.012905, 629788.012905, 66.995361, 89.747322, 14.589259, 22.957245, 155.816086, 16.296497, 21.778562
2726, 629788.016907, 629788.016907, 66.932510, 89.762054, 14.548779, 23.170471, 154.746353, 16.457743, 21.855901
2727, 629788.020900, 629788.020900, 66.982208, 89.810204, 14.589170, 22.834122, 154.656677, 16.412703, 21.560709
2728, 629788.028980, 629788.028980, 67.000885, 89.879272, 14.470955, 23.258429, 154.362671, 16.476528, 21.883489
2729, 629788.032936, 629788.032936, 67.003365, 89.895691, 14.468804, 23.296791, 154.514618, 16.464246, 21.932062
2730, 629788.036969, 629788.036969, 66.969688, 90.000710, 14.370842, 23.025858, 153.607025, 16.446246, 21.592411
2731, 629788.041022, 629788.041022, 66.934135, 89.962486, 14.456908, 23.249699, 152.722122, 16.692566, 21.700436
2732, 629788.049053, 629788.049053, 66.988754, 90.196068, 14.399300, 22.987150, 154.089584, 16.390375, 21.612601
2733, 629788.052935, 629788.052935, 66.970497, 90.226768, 14.474266, 22.957458, 154.417923, 16.392413, 21.629565
2734, 629788.056916, 629788.056916, 67.027008, 90.281540, 14.541402, 23.129333, 154.727005, 16.444435, 21.817401
2735, 629788.060924, 629788.060924, 66.996300, 90.156487, 14.355929, 22.965843, 153.594345, 16.420916, 21.537785
2736, 629788.068918, 629788.068918, 67.120369, 90.487610, 14.618172, 22.927935, 154.248138, 16.510193, 21.605432
2737, 629788.072911, 629788.072911, 67.094048, 90.394951, 14.552234, 23.171896, 153.989014, 16.562131, 21.780727
2738, 629788.076945, 629788.076945, 67.123871, 90.478401, 14.682199, 22.746197, 154.602768, 16.464707, 21.491158
2739, 629788.080951, 629788.080951, 67.172798, 90.610443, 14.794768, 23.050035, 153.757446, 16.732248, 21.684583
2740, 629788.088902, 629788.088902, 67.286819, 90.594055, 14.745851, 23.112341, 152.593689, 16.868583, 21.611833
2741, 629788.092873, 629788.092873, 67.272743, 90.635742, 14.745922, 23.172352, 153.162689, 16.809649, 21.721782
2742, 629788.096902, 629788.096902, 67.255249, 90.715630, 14.674773, 23.079844, 152.579285, 16.812143, 21.572668
2743, 629788.100917, 629788.100917, 67.267433, 90.655975, 14.702925, 23.157127, 153.486221, 16.732075, 21.736288
2744, 629788.108918, 629788.108918, 67.348770, 90.776756, 14.794232, 23.111771, 153.301437, 16.808183, 21.691202
2745, 629788.112917, 629788.112917, 67.366692, 90.788071, 14.824567, 23.262270, 152.363739, 16.997464, 21.725267
2746, 629788.116888, 629788.116888, 67.450523, 90.878708, 14.759417, 23.267935, 152.682892, 16.911011, 21.754422
2747, 629788.120898, 629788.120898, 67.496445, 90.938637, 14.736293, 23.399618, 152.631271, 16.940513, 21.856794
2748, 629788.128948, 629788.128948, 67.548264, 91.008400, 14.782546, 23.084106, 152.973267, 16.835459, 21.632543
2749, 629788.133904, 629788.133904, 67.497864, 90.988556, 14.813997, 23.310146, 152.805954, 16.944146, 21.810854
2750, 629788.136890, 629788.136890, 67.600128, 91.136345, 14.845868, 23.341116, 152.807297, 16.974908, 21.841703
2751, 629788.140967, 629788.140967, 67.646072, 91.124123, 14.932611, 23.282467, 153.139404, 16.974180, 21.838804
2752, 629788.149048, 629788.149048, 67.702087, 91.135956, 15.022022, 23.324659, 152.849548, 17.086807, 21.857308
2753, 629788.152901, 629788.152901, 67.706192, 91.158073, 15.023419, 23.273596, 152.628876, 17.102271, 21.791643
2754, 629788.156924, 629788.156924, 67.706192, 91.158073, 15.023419, 23.273596, 152.628876, 17.102271, 21.791643
2755, 629788.160910, 629788.160910, 67.735268, 91.158287, 15.061423, 23.265810, 151.944687, 17.216402, 21.719573
2756, 629788.168943, 629788.168943, 67.706970, 91.140404, 14.990220, 23.340487, 152.731949, 17.084828, 21.853917
2757, 629788.172874, 629788.172874, 67.727394, 91.134857, 14.946205, 23.317911, 152.455185, 17.084900, 21.799546
2758, 629788.176939, 629788.176939, 67.840546, 91.190567, 14.959098, 23.408073, 151.211121, 17.290328, 21.742977
2759, 629788.180947, 629788.180947, 67.819443, 91.247765, 15.085022, 23.373150, 151.844650, 17.277977, 21.802145
2760, 629788.188903, 629788.188903, 67.871277, 91.204964, 15.001909, 23.423410, 150.781570, 17.382887, 21.715171
2761, 629788.193163, 629788.193163, 67.775192, 91.149025, 15.111110, 23.331692, 152.637299, 17.178650, 21.854233
2762, 629788.196896, 629788.196896, 67.869965, 91.244896, 15.030503, 23.463417, 151.273178, 17.346621, 21.806942
2763, 629788.200920, 629788.200920, 67.944580, 91.265930, 15.095897, 23.683973, 150.747177, 17.533246, 21.940875
2764, 629788.208923, 629788.208923, 67.938660, 91.300148, 15.013336, 23.838835, 150.961212, 17.498290, 22.079406
2765, 629788.212929, 629788.212929, 67.841698, 91.234261, 15.109818, 23.492466, 151.758469, 17.342460, 21.896156
2766, 629788.216964, 629788.216964, 67.819443, 91.247765, 15.085022, 23.373150, 151.844650, 17.277977, 21.802145
2767, 629788.220959, 629788.220959, 67.906639, 91.196472, 15.083509, 23.737900, 151.526443, 17.432078, 22.070859
2768, 629788.228983, 629788.228983, 67.897057, 91.334106, 15.078967, 23.658262, 151.123871, 17.460802, 21.959257
2769, 629788.233792, 629788.233792, 67.834404, 91.143074, 15.181486, 23.497147, 153.140152, 17.208550, 22.055821
2770, 629788.236907, 629788.236907, 67.941925, 91.221207, 15.079478, 23.586935, 150.559677, 17.517476, 21.837404
2771, 629788.241935, 629788.241935, 67.888641, 91.298134, 14.955537, 23.694023, 151.391663, 17.352257, 21.999409
2772, 629788.249045, 629788.249045, 67.800362, 91.251572, 15.003368, 23.553032, 152.313049, 17.212443, 21.990411
2773, 629788.253034, 629788.253034, 67.834122, 91.244118, 14.919082, 23.715483, 152.633041, 17.157874, 22.149729
2774, 629788.256910, 629788.256910, 67.851418, 91.145813, 15.234094, 23.535730, 152.531235, 17.336574, 22.032962
2775, 629788.260904, 629788.260904, 67.777771, 91.121651, 15.110737, 23.402359, 153.917450, 17.031263, 22.044067
2776, 629788.268969, 629788.268969, 67.787384, 91.206123, 15.071257, 23.527153, 151.760956, 17.326600, 21.919367
2777, 629788.273018, 629788.273018, 67.771782, 91.154411, 15.033778, 23.550800, 153.029922, 17.134990, 22.069137
2778, 629788.276883, 629788.276883, 67.731117, 91.142944, 15.061700, 23.376637, 152.479385, 17.178305, 21.868421
2779, 629788.280883, 629788.280883, 67.727623, 91.170769, 15.003988, 23.456467, 152.645935, 17.139277, 21.944719
2780, 629788.288897, 629788.288897, 67.766899, 91.195488, 15.091035, 23.344667, 151.688766, 17.294297, 21.762815
2781, 629788.292888, 629788.292888, 67.702087, 91.135956, 15.022022, 23.324659, 152.849548, 17.086807, 21.857308
2782, 629788.296903, 629788.296903, 67.709854, 91.153625, 15.007077, 23.509373, 152.412842, 17.188458, 21.964970
2783, 629788.304937, 629788.304937, 67.657066, 91.114769, 15.088214, 23.356237, 152.301849, 17.214188, 21.836660
2784, 629788.309348, 629788.309348, 67.419159, 90.979553, 14.881065, 23.651798, 152.188828, 17.175933, 22.041801
2785, 629788.313228, 629788.313228, 66.767052, 90.596863, 14.627018, 23.603668, 153.061188, 16.863749, 22.061205
2786, 629788.316907, 629788.316907, 66.214821, 90.510872, 14.475404, 23.315430, 154.896164, 16.421606, 21.988121
2787, 629788.324921, 629788.324921, 65.970711, 90.290176, 14.188039, 23.480925, 155.526337, 16.167186, 22.164755
2788, 629788.328895, 629788.328895, 65.884499, 90.233078, 14.160931, 23.318548, 154.257370, 16.287363, 21.886262
2789, 629788.332963, 629788.332963, 65.895767, 90.293243, 14.184811, 23.207943, 155.275375, 16.131750, 21.899409
2790, 629788.337020, 629788.337020, 65.986168, 90.412994, 14.118121, 23.394302, 155.169693, 16.145705, 22.043841
2791, 629788.344914, 629788.344914, 65.892769, 90.334900, 14.209510, 23.660505, 155.196609, 16.275653, 22.289746
2792, 629788.349005, 629788.349005, 65.905182, 90.314110, 14.357112, 23.187632, 155.509018, 16.220429, 21.924658
2793, 629788.352886, 629788.352886, 65.807419, 90.193726, 14.296907, 23.840887, 153.107834, 16.699352, 22.224335
2794, 629788.356910, 629788.356910, 65.860352, 90.218758, 14.281241, 23.212465, 155.059021, 16.232644, 21.892319
2795, 629788.364927, 629788.364927, 65.795799, 90.193436, 14.393262, 23.397352, 154.695969, 16.411265, 22.028900
2796, 629788.368887, 629788.368887, 65.751289, 90.190979, 14.379099, 23.372469, 154.505127, 16.421337, 21.985688
2797, 629788.372888, 629788.372888, 65.798332, 90.233734, 14.357068, 23.380774, 154.671204, 16.384482, 22.007606
2798, 629788.376913, 629788.376913, 65.734879, 90.111267, 14.297560, 23.473249, 152.941528, 16.617396, 21.892368
2799, 629788.384886, 629788.384886, 65.722649, 90.115204, 14.155545, 23.509716, 153.681870, 16.420540, 21.987543
2800, 629788.388890, 629788.388890, 65.747643, 90.168968, 14.240023, 23.396885, 154.307724, 16.357086, 21.969029
2801, 629788.392903, 629788.392903, 65.731682, 90.175697, 14.280001, 23.354437, 153.826462, 16.442732, 21.885720
2802, 629788.397064, 629788.397064, 65.722206, 90.175407, 14.213193, 23.254835, 154.601044, 16.258513, 21.873796
2803, 629788.404884, 629788.404884, 65.681183, 90.328728, 14.530983, 23.209269, 153.539520, 16.618545, 21.763354
2804, 629788.409865, 629788.409865, 65.580612, 90.175697, 14.296029, 23.593712, 154.225449, 16.461658, 22.137152
2805, 629788.413274, 629788.413274, 65.682091, 90.223816, 14.253954, 23.433794, 153.626648, 16.475588, 21.928814
2806, 629788.416907, 629788.416907, 65.676628, 90.203377, 14.161779, 23.592482, 154.415436, 16.338756, 22.140601
2807, 629788.424909, 629788.424909, 65.692482, 90.194275, 14.257355, 23.365849, 154.653137, 16.311841, 21.980876
2808, 629788.428953, 629788.428953, 65.663147, 90.244682, 14.038472, 23.497347, 155.180283, 16.113308, 22.126123
2809, 629788.432994, 629788.432994, 65.613297, 90.294037, 14.141670, 23.331032, 154.447311, 16.249766, 21.915040
2810, 629788.436898, 629788.436898, 65.557228, 90.208374, 14.350152, 23.339472, 154.151352, 16.441740, 21.916364
2811, 629788.444891, 629788.444891, 65.708679, 90.355766, 14.279817, 23.289095, 154.103256, 16.385252, 21.859063
2812, 629788.448983, 629788.448983, 65.589424, 90.328278, 14.202402, 23.362015, 153.386765, 16.454633, 21.834308
2813, 629788.452926, 629788.452926, 65.553078, 90.409912, 14.077237, 23.334215, 153.122070, 16.399728, 21.764721
2814, 629788.456867, 629788.456867, 65.694298, 90.522507, 13.959515, 22.952438, 154.132401, 16.064077, 21.532020
2815, 629788.464947, 629788.464947, 65.762054, 90.644768, 13.921207, 23.349283, 154.284561, 16.123161, 21.886816
2816, 629788.468926, 629788.468926, 65.561569, 90.433540, 14.166142, 23.232403, 151.713287, 16.637971, 21.531420
2817, 629788.473243, 629788.473243, 65.715096, 90.651772, 13.984085, 23.582867, 152.556458, 16.496887, 21.898835
2818, 629788.476883, 629788.476883, 65.714966, 90.705086, 14.111461, 23.325377, 152.275375, 16.546582, 21.666038
2819, 629788.484927, 629788.484927, 65.739227, 90.731903, 14.078754, 23.505022, 153.056503, 16.460483, 21.903193
2820, 629788.488889, 629788.488889, 65.665016, 90.470650, 14.201002, 23.141233, 153.458023, 16.380799, 21.653049
2821, 629788.492896, 629788.492896, 65.681091, 90.621239, 14.031799, 22.896507, 153.507065, 16.187458, 21.426797
2822, 629788.496942, 629788.496942, 65.825195, 90.824379, 14.028787, 23.342859, 153.935776, 16.248240, 21.856135
2823, 629788.504950, 629788.504950, 65.792961, 90.836777, 14.001538, 23.335979, 154.553085, 16.136537, 21.913994
2824, 629788.508917, 629788.508917, 65.771530, 90.753799, 13.975700, 22.982990, 154.263596, 16.065191, 21.574236
2825, 629788.512940, 629788.512940, 65.779282, 90.724861, 13.982093, 23.355415, 152.944229, 16.367879, 21.750101
2826, 629788.516890, 629788.516890, 65.830292, 90.873047, 14.007287, 23.154697, 153.391006, 16.260380, 21.632016
2827, 629788.524903, 629788.524903, 65.841400, 90.870186, 14.081336, 23.151939, 154.390839, 16.167230, 21.746654
2828, 629788.528918, 629788.528918, 65.896797, 90.943619, 13.959796, 23.280636, 153.882416, 16.190813, 21.788104
2829, 629788.533004, 629788.533004, 65.846519, 90.959137, 13.827374, 23.336050, 153.994537, 16.097535, 21.832015
2830, 629788.536960, 629788.536960, 65.958878, 90.974548, 13.827573, 23.403667, 153.836166, 16.140663, 21.872640
2831, 629788.544916, 629788.544916, 65.861153, 90.976562, 13.941984, 23.389338, 153.926788, 16.202132, 21.884492
2832, 629788.548964, 629788.548964, 65.894035, 90.988670, 14.053023, 23.300508, 153.730255, 16.283548, 21.800165
2833, 629788.554708, 629788.554708, 65.949959, 91.033096, 13.967608, 23.235613, 154.357925, 16.114123, 21.801900
2834, 629788.557658, 629788.557658, 65.924942, 91.018936, 14.033415, 23.285454, 153.043747, 16.367267, 21.708562
2835, 629788.564924, 629788.564924, 65.852737, 91.005363, 13.971801, 23.306831, 153.940811, 16.197811, 21.818582
2836, 629788.568913, 629788.568913, 65.905113, 91.023285, 14.063080, 23.205397, 153.531448, 16.292813, 21.698039
2837, 629788.572887, 629788.572887, 65.896431, 91.063522, 13.927261, 23.382935, 153.037262, 16.324715, 21.776913
2838, 629788.576913, 629788.576913, 65.934494, 91.019218, 13.971148, 23.306196, 153.574463, 16.251569, 21.777471
2839, 629788.584904, 629788.584904, 65.907227, 91.062462, 13.955416, 23.364332, 152.985703, 16.346154, 21.758881
2840, 629788.588893, 629788.588893, 65.900711, 91.024078, 14.052480, 23.295792, 153.696381, 16.286826, 21.792324
2841, 629788.592915, 629788.592915, 65.942238, 91.121323, 14.049317, 23.057316, 153.539505, 16.240299, 21.570253
2842, 629788.596928, 629788.596928, 65.951859, 91.104958, 14.079768, 23.036619, 153.929687, 16.200233, 21.598105
2843, 629788.604883, 629788.604883, 65.873878, 91.036636, 14.150456, 23.309504, 152.872955, 16.479284, 21.725597
2844, 629788.608927, 629788.608927, 65.920128, 91.128654, 14.000660, 23.278004, 153.305618, 16.303787, 21.727183
2845, 629788.612900, 629788.612900, 65.948318, 91.149391, 14.005716, 23.127888, 153.488998, 16.237378, 21.619594
2846, 629788.616883, 629788.616883, 65.965683, 91.166000, 14.060357, 23.200258, 154.179901, 16.195615, 21.763448
2847, 629788.624890, 629788.624890, 65.955620, 91.092781, 14.064290, 23.189533, 153.802704, 16.249836, 21.714086
2848, 629788.628893, 629788.628893, 65.928017, 91.036331, 14.032221, 23.325731, 153.200821, 16.354784, 21.760377
2849, 629788.632967, 629788.632967, 65.988647, 91.196075, 13.963341, 23.461956, 153.511139, 16.300147, 21.903047
2850, 629788.636927, 629788.636927, 65.955780, 91.136101, 14.047018, 23.525545, 153.718872, 16.344377, 21.991619
2851, 629788.644895, 629788.644895, 65.888412, 91.042389, 14.085318, 23.335707, 153.367187, 16.369355, 21.794394
2852, 629788.649007, 629788.649007, 65.909996, 91.138870, 14.024256, 23.588800, 153.515793, 16.377559, 22.020145
2853, 629788.652933, 629788.652933, 65.894684, 91.055618, 13.951612, 23.286964, 152.817657, 16.346094, 21.673380
2854, 629788.656902, 629788.656902, 65.971527, 91.208054, 13.937381, 23.627832, 153.130829, 16.389242, 21.998131
2855, 629788.664944, 629788.664944, 65.910690, 91.108521, 14.122090, 23.331573, 153.365463, 16.393723, 21.795448
2856, 629788.668930, 629788.668930, 65.883667, 91.037376, 14.080564, 23.348698, 153.073074, 16.413507, 21.772018
2857, 629788.672907, 629788.672907, 65.943855, 91.159454, 14.079000, 23.593142, 153.641693, 16.397257, 22.045058
2858, 629788.676882, 629788.676882, 65.910179, 91.099129, 14.117867, 23.363340, 153.725235, 16.346904, 21.861806
2859, 629788.684975, 629788.684975, 65.877342, 91.105156, 14.028559, 23.466198, 153.236282, 16.387709, 21.883919
2860, 629788.688904, 629788.688904, 65.890877, 91.064545, 14.097503, 23.472578, 153.472397, 16.401219, 21.924907
2861, 629788.692923, 629788.692923, 65.910179, 91.099129, 14.117867, 23.363340, 153.725235, 16.346904, 21.861806
2862, 629788.696918, 629788.696918, 65.896400, 91.067932, 13.977603, 23.387836, 153.282013, 16.323272, 21.815477
2863, 629788.704935, 629788.704935, 65.780487, 91.026047, 14.249382, 23.498154, 152.175812, 16.706452, 21.819775
2864, 629788.708899, 629788.708899, 65.868675, 91.044563, 14.145196, 23.490353, 153.487610, 16.436854, 21.947963
2865, 629788.712906, 629788.712906, 65.789062, 91.025604, 14.270338, 23.484505, 152.132126, 16.722810, 21.806241
2866, 629788.716869, 629788.716869, 65.821793, 90.983299, 14.165522, 23.356150, 152.680435, 16.531787, 21.745615
2867, 629788.724917, 629788.724917, 65.819443, 91.038330, 14.218731, 23.478861, 152.511002, 16.629683, 21.837648
2868, 629788.728856, 629788.728856, 65.806992, 91.028831, 14.128985, 23.517786, 152.911957, 16.520243, 21.904247
2869, 629788.733080, 629788.733080, 65.831383, 90.952774, 14.132414, 23.497663, 152.168610, 16.629509, 21.801943
2870, 629788.736897, 629788.736897, 66.205345, 91.108444, 14.170767, 23.578983, 153.093811, 16.539087, 21.982668
2871, 629788.744911, 629788.744911, 67.048866, 91.165146, 14.550781, 23.995432, 150.702988, 17.288683, 22.104466
2872, 629788.748977, 629788.748977, 67.909119, 91.362442, 15.084714, 23.880970, 150.681046, 17.599230, 22.093357
2873, 629788.752870, 629788.752870, 68.219170, 91.473434, 15.519060, 24.129261, 150.792953, 17.947920, 22.381569
2874, 629788.756870, 629788.756870, 68.265160, 91.357735, 15.538572, 24.261007, 150.533478, 18.040247, 22.463152
2875, 629788.764929, 629788.764929, 68.170029, 91.260033, 15.488972, 24.197752, 152.047119, 17.772149, 22.574104
2876, 629788.768884, 629788.768884, 68.159973, 91.352394, 15.476548, 24.108793, 151.989502, 17.745130, 22.491505
2877, 629788.772889, 629788.772889, 68.049057, 91.338097, 15.325336, 24.105268, 152.188934, 17.613202, 22.487885
2878, 629788.776905, 629788.776905, 68.049057, 91.338097, 15.325336, 24.105268, 152.188934, 17.613202, 22.487885
2879, 629788.784913, 629788.784913, 68.027901, 91.339577, 15.256785, 24.194332, 152.175461, 17.595159, 22.550955
2880, 629788.788865, 629788.788865, 68.108047, 91.267509, 15.371519, 24.162498, 152.172958, 17.663954, 22.540955
2881, 629788.792879, 629788.792879, 68.032013, 91.368881, 15.251382, 24.135031, 151.873291, 17.617185, 22.466400
2882, 629788.796889, 629788.796889, 68.002388, 91.315964, 15.262975, 24.264559, 151.861908, 17.666137, 22.575093
2883, 629788.804869, 629788.804869, 68.000328, 91.345329, 15.354033, 24.209097, 151.889557, 17.706546, 22.545619
2884, 629788.808868, 629788.808868, 68.082664, 91.492584, 15.010999, 24.472570, 150.519714, 17.770907, 22.548428
2885, 629788.812939, 629788.812939, 68.040482, 91.481598, 15.214374, 24.149260, 151.610550, 17.634800, 22.442766
2886, 629788.816894, 629788.816894, 68.124557, 91.466827, 15.347247, 24.380085, 152.065735, 17.728194, 22.707657
2887, 629788.824919, 629788.824919, 68.044838, 91.540115, 15.121397, 24.529873, 150.835632, 17.811501, 22.652191
2888, 629788.828989, 629788.828989, 68.050591, 91.393600, 15.324376, 24.382746, 152.219894, 17.690964, 22.724097
2889, 629788.832881, 629788.832881, 68.076309, 91.521614, 15.235986, 24.221308, 151.351486, 17.709555, 22.476181
2890, 629788.836883, 629788.836883, 68.046677, 91.547874, 15.121574, 24.509899, 150.760605, 17.816734, 22.626558
2891, 629788.844892, 629788.844892, 68.031105, 91.550461, 15.129252, 24.368919, 150.765228, 17.774803, 22.512104
2892, 629788.849038, 629788.849038, 68.049438, 91.560417, 15.132364, 24.252577, 151.024307, 17.699873, 22.447503
2893, 629788.852937, 629788.852937, 68.037003, 91.529861, 15.232529, 24.189983, 151.386063, 17.692354, 22.453638
2894, 629788.856899, 629788.856899, 68.028831, 91.575661, 15.172381, 24.475794, 150.244476, 17.918072, 22.543476
2895, 629788.864892, 629788.864892, 68.002419, 91.543465, 15.186024, 24.357782, 150.446350, 17.856402, 22.473668
2896, 629788.868909, 629788.868909, 68.028831, 91.575661, 15.172381, 24.475794, 150.244476, 17.918072, 22.543476
2897, 629788.872893, 629788.872893, 68.010132, 91.665245, 15.359779, 24.248198, 150.347290, 17.946988, 22.400972
2898, 629788.876875, 629788.876875, 68.018555, 91.631516, 15.238874, 24.590025, 150.258026, 17.996834, 22.649649
2899, 629788.884900, 629788.884900, 68.071236, 91.648277, 15.168208, 24.534218, 150.065536, 17.963011, 22.568399
2900, 629788.888911, 629788.888911, 68.099030, 91.689804, 15.167991, 24.497017, 150.507217, 17.881685, 22.592413
2901, 629788.893041, 629788.893041, 68.111359, 91.701996, 15.167035, 24.540386, 150.371521, 17.916603, 22.611166
2902, 629788.896941, 629788.896941, 68.010132, 91.665245, 15.359779, 24.248198, 150.347290, 17.946988, 22.400972
2903, 629788.904901, 629788.904901, 68.117760, 91.687790, 15.108538, 24.478931, 150.947891, 17.769143, 22.621749
2904, 629788.908883, 629788.908883, 68.605621, 91.869507, 15.463771, 24.013044, 152.343643, 17.659068, 22.447980
2905, 629788.912882, 629788.912882, 69.944275, 92.241859, 15.657491, 24.409472, 151.312775, 18.054354, 22.694044
2906, 629788.916872, 629788.916872, 71.683517, 92.878281, 16.119926, 24.446848, 147.603439, 18.889640, 22.375922
2907, 629788.924882, 629788.924882, 73.700172, 93.553284, 16.654051, 24.724501, 146.401031, 19.483826, 22.561890
2908, 629788.928903, 629788.928903, 75.596809, 94.234573, 17.272406, 24.999439, 144.528122, 20.207209, 22.693097
2909, 629788.933195, 629788.933195, 77.593895, 94.748070, 17.851925, 25.038313, 141.676727, 20.909582, 22.547677
2910, 629788.936959, 629788.936959, 79.688988, 95.287544, 18.267139, 25.018160, 142.047592, 21.076425, 22.702005
2911, 629788.944931, 629788.944931, 81.747688, 95.765938, 18.481880, 24.969740, 138.819626, 21.535926, 22.389097
2912, 629788.949027, 629788.949027, 83.511604, 96.128929, 18.931997, 25.281019, 137.434280, 22.064979, 22.598388
2913, 629788.952854, 629788.952854, 85.157181, 96.463814, 19.414902, 25.058540, 137.424744, 22.177132, 22.650467
2914, 629788.956869, 629788.956869, 86.770638, 96.864700, 19.555552, 25.325686, 134.084793, 22.716534, 22.533732
2915, 629788.964890, 629788.964890, 88.076080, 97.157852, 19.825922, 25.537344, 131.368637, 23.216125, 22.499659
2916, 629788.968891, 629788.968891, 89.425049, 97.482635, 19.773884, 25.445526, 133.692795, 22.914841, 22.658141
2917, 629788.972881, 629788.972881, 90.560059, 97.655861, 19.987123, 25.464407, 131.034805, 23.262296, 22.511923
2918, 629788.976911, 629788.976911, 91.681053, 97.901848, 20.352909, 25.345976, 128.174545, 23.563856, 22.392054
2919, 629788.984903, 629788.984903, 92.137222, 97.928902, 20.371777, 25.501499, 125.537071, 23.892044, 22.237490
2920, 629788.988900, 629788.988900, 92.190140, 97.939774, 20.485853, 25.423565, 123.349442, 24.038481, 22.094779
2921, 629788.992945, 629788.992945, 92.024879, 98.016266, 20.637800, 25.447559, 124.541382, 24.006600, 22.297538
2922, 629788.996951, 629788.996951, 91.961128, 97.957947, 20.689541, 25.343239, 125.317451, 23.889016, 22.352892
2923, 629789.004904, 629789.004904, 91.957504, 97.988182, 20.554512, 25.335308, 124.735207, 23.888322, 22.219673
2924, 629789.008909, 629789.008909, 91.983505, 97.992088, 20.647720, 25.290686, 124.626060, 23.890444, 22.252951
2925, 629789.012904, 629789.012904, 91.967316, 97.982162, 20.656935, 25.326271, 124.624527, 23.918638, 22.271680
2926, 629789.016913, 629789.016913, 91.892097, 97.992096, 20.603611, 25.438602, 124.714111, 23.977629, 22.286870
2927, 629789.024874, 629789.024874, 91.967400, 98.013397, 20.666052, 25.314886, 125.299866, 23.863488, 22.326287
2928, 629789.028890, 629789.028890, 91.884064, 98.061989, 20.535831, 25.387262, 124.396248, 23.946064, 22.199537
2929, 629789.033376, 629789.033376, 91.911858, 98.057205, 20.460491, 25.486614, 123.699860, 24.051484, 22.129738
2930, 629789.036927, 629789.036927, 91.747063, 97.954315, 20.508463, 25.550568, 125.502098, 23.968945, 22.336478
2931, 629789.044966, 629789.044966, 91.704666, 97.958672, 20.404099, 25.754997, 125.513535, 24.082667, 22.353350
2932, 629789.049011, 629789.049011, 91.748596, 98.059845, 20.390553, 25.588917, 125.461731, 23.965452, 22.276095
2933, 629789.052908, 629789.052908, 91.730339, 97.954079, 20.523256, 25.659138, 126.325951, 23.982484, 22.459650
2934, 629789.056916, 629789.056916, 91.668526, 97.963974, 20.532646, 25.305681, 127.911346, 23.617296, 22.454184
2935, 629789.064883, 629789.064883, 91.698112, 97.995537, 20.342297, 25.850325, 125.717331, 24.114885, 22.372319
2936, 629789.069023, 629789.069023, 91.551971, 97.989876, 20.259489, 25.640257, 127.873062, 23.755839, 22.439469
2937, 629789.072883, 629789.072883, 91.692879, 97.875786, 20.632175, 25.717054, 127.153008, 23.987547, 22.619706
2938, 629789.080900, 629789.080900, 91.670387, 97.885201, 20.611126, 25.563906, 126.922554, 23.895216, 22.524441
2939, 629789.084936, 629789.084936, 91.564362, 97.888702, 20.462482, 25.711296, 127.965942, 23.861004, 22.592839
2940, 629789.088887, 629789.088887, 91.664032, 98.016441, 20.385056, 25.802004, 126.937019, 23.987340, 22.492253
2941, 629789.092883, 629789.092883, 91.608902, 97.918716, 20.699617, 25.578636, 129.142181, 23.754883, 22.769416
2942, 629789.100887, 629789.100887, 91.473297, 97.879402, 20.355566, 25.963366, 127.125320, 24.072272, 22.560389
2943, 629789.104903, 629789.104903, 91.527611, 97.912903, 20.606432, 25.855671, 125.164070, 24.240899, 22.483762
2944, 629789.108878, 629789.108878, 91.468903, 98.005180, 20.416286, 25.822674, 125.694778, 24.118600, 22.403758
2945, 629789.112873, 629789.112873, 91.503937, 97.997658, 20.446529, 25.795238, 127.124039, 23.985404, 22.542299
2946, 629789.120897, 629789.120897, 91.525459, 97.989853, 20.371313, 26.040247, 126.043396, 24.228179, 22.496226
2947, 629789.124890, 629789.124890, 91.487778, 97.985329, 20.821943, 25.580585, 127.117714, 23.957371, 22.670774
2948, 629789.128887, 629789.128887, 91.497154, 98.037125, 20.388203, 25.782999, 126.518562, 24.011588, 22.447394
2949, 629789.132958, 629789.132958, 91.375519, 98.035950, 20.741339, 25.869446, 126.191460, 24.205095, 22.661525
2950, 629789.140918, 629789.140918, 91.414146, 98.032097, 20.686249, 25.776371, 129.979584, 23.807310, 22.924968
2951, 629789.144893, 629789.144893, 91.539574, 97.903061, 20.616274, 25.790533, 127.128220, 24.034713, 22.638792
2952, 629789.148996, 629789.148996, 91.486374, 98.103394, 20.601191, 26.093670, 126.870476, 24.260003, 22.731937
2953, 629789.152880, 629789.152880, 91.451607, 98.124649, 20.447191, 26.047550, 124.623360, 24.380620, 22.408655
2954, 629789.160889, 629789.160889, 91.437553, 98.071480, 20.864000, 25.972979, 125.893890, 24.338128, 22.749893
2955, 629789.164887, 629789.164887, 91.460205, 98.151665, 20.559702, 26.236738, 126.528809, 24.377092, 22.733789
2956, 629789.168918, 629789.168918, 91.426598, 97.992722, 20.776217, 25.989660, 127.881256, 24.156541, 22.881764
2957, 629789.172887, 629789.172887, 91.469879, 98.163605, 20.743193, 26.072615, 126.423256, 24.327426, 22.764834
